BatchId,Date,Region,Channel,Product,Revenue,Orders,Returns
BATCH-001186,2025-06-24,East,Retail,Beverages,3977,140,3
BATCH-002045,2025-06-24,West,Web,Pet Care,12990,197,12
BATCH-002166,2025-06-24,East,Partner,Home,10664,123,2
BATCH-002946,2025-06-24,West,Mobile,Pet Care,8062,111,5
BATCH-003953,2025-06-24,West,Retail,Pet Care,8110,128,7
BATCH-004785,2025-06-24,South,Web,Grocery,4596,117,3
BATCH-000385,2025-06-25,North,Partner,Personal Care,8254,191,9
BATCH-000529,2025-06-25,West,Mobile,Home,15341,164,4
BATCH-000544,2025-06-25,East,Retail,Personal Care,4337,88,1
BATCH-001096,2025-06-25,West,Web,Beverages,1048,41,2
BATCH-001952,2025-06-25,West,Mobile,Beverages,4215,153,9
BATCH-002547,2025-06-25,East,Partner,Home,11237,137,7
BATCH-002881,2025-06-25,West,Partner,Grocery,5541,141,8
BATCH-003252,2025-06-25,South,Mobile,Grocery,8205,197,7
BATCH-003481,2025-06-25,North,Retail,Personal Care,5465,111,6
BATCH-004208,2025-06-25,North,Retail,Beverages,1825,73,3
BATCH-004428,2025-06-25,West,Retail,Personal Care,1970,43,2
BATCH-004473,2025-06-25,North,Mobile,Pet Care,3449,59,2
BATCH-004489,2025-06-25,West,Mobile,Pet Care,2863,42,2
BATCH-004672,2025-06-25,West,Web,Home,10268,114,7
BATCH-004923,2025-06-25,West,Web,Pet Care,11211,180,11
BATCH-000065,2025-06-26,East,Partner,Beverages,2632,97,2
BATCH-000924,2025-06-26,East,Mobile,Home,13271,159,9
BATCH-001037,2025-06-26,East,Mobile,Home,1938,21,1
BATCH-002098,2025-06-26,North,Web,Beverages,4275,168,8
BATCH-002247,2025-06-26,East,Web,Grocery,1318,29,1
BATCH-002491,2025-06-26,South,Mobile,Home,7622,93,3
BATCH-002751,2025-06-26,North,Retail,Beverages,5793,189,8
BATCH-002770,2025-06-26,West,Partner,Grocery,4867,131,3
BATCH-003745,2025-06-26,East,Mobile,Pet Care,8855,169,9
BATCH-004044,2025-06-26,East,Partner,Personal Care,8686,199,7
BATCH-004177,2025-06-26,East,Mobile,Pet Care,4998,96,4
BATCH-004341,2025-06-26,East,Retail,Personal Care,1197,21,1
BATCH-004538,2025-06-26,West,Retail,Pet Care,4889,81,5
BATCH-004621,2025-06-26,South,Web,Grocery,3774,81,5
BATCH-004881,2025-06-26,East,Mobile,Beverages,717,28,2
BATCH-000300,2025-06-27,South,Partner,Personal Care,3374,76,1
BATCH-000583,2025-06-27,West,Partner,Grocery,5198,103,4
BATCH-001080,2025-06-27,North,Mobile,Personal Care,2782,59,3
BATCH-001201,2025-06-27,East,Partner,Home,11035,116,5
BATCH-001430,2025-06-27,South,Mobile,Personal Care,7021,128,6
BATCH-001650,2025-06-27,South,Retail,Grocery,1278,34,1
BATCH-001815,2025-06-27,West,Web,Personal Care,6550,126,6
BATCH-001980,2025-06-27,West,Web,Pet Care,11020,155,4
BATCH-002063,2025-06-27,North,Retail,Pet Care,1688,26,1
BATCH-002444,2025-06-27,West,Retail,Home,14658,147,5
BATCH-002878,2025-06-27,South,Web,Home,12115,131,3
BATCH-002935,2025-06-27,South,Mobile,Pet Care,7193,127,5
BATCH-003871,2025-06-27,East,Web,Beverages,1033,38,2
BATCH-004024,2025-06-27,North,Retail,Personal Care,8388,141,3
BATCH-004231,2025-06-27,East,Mobile,Home,11058,112,5
BATCH-004243,2025-06-27,South,Web,Pet Care,11761,165,5
BATCH-004838,2025-06-27,North,Partner,Grocery,7832,198,6
BATCH-001742,2025-06-28,North,Mobile,Personal Care,3914,90,5
BATCH-002013,2025-06-28,East,Partner,Grocery,4491,104,5
BATCH-003127,2025-06-28,South,Partner,Grocery,5139,108,2
BATCH-003619,2025-06-28,West,Partner,Beverages,2801,98,2
BATCH-004559,2025-06-28,South,Web,Grocery,5903,130,5
BATCH-004973,2025-06-28,North,Mobile,Grocery,7046,144,5
BATCH-000004,2025-06-29,West,Partner,Personal Care,5003,99,5
BATCH-000035,2025-06-29,West,Retail,Home,2502,33,1
BATCH-000492,2025-06-29,South,Retail,Pet Care,2791,54,3
BATCH-002492,2025-06-29,North,Retail,Home,9886,114,2
BATCH-002727,2025-06-29,North,Mobile,Home,2619,33,1
BATCH-003193,2025-06-29,South,Retail,Home,2624,29,1
BATCH-003387,2025-06-29,South,Web,Grocery,2918,70,2
BATCH-003585,2025-06-29,East,Web,Beverages,4824,180,4
BATCH-004147,2025-06-29,East,Web,Pet Care,6686,98,2
BATCH-004632,2025-06-29,West,Mobile,Beverages,1773,72,2
BATCH-001987,2025-06-30,North,Retail,Grocery,3609,85,3
BATCH-002035,2025-06-30,East,Retail,Personal Care,1308,24,0
BATCH-002440,2025-06-30,West,Retail,Home,7730,103,3
BATCH-003063,2025-06-30,West,Web,Beverages,2695,100,6
BATCH-003131,2025-06-30,East,Web,Home,17030,179,7
BATCH-003256,2025-06-30,South,Partner,Personal Care,5610,97,4
BATCH-003566,2025-06-30,East,Mobile,Pet Care,3479,66,2
BATCH-004228,2025-06-30,West,Mobile,Grocery,4021,99,6
BATCH-004351,2025-06-30,North,Mobile,Beverages,4119,135,9
BATCH-004499,2025-06-30,North,Web,Grocery,3230,68,3
BATCH-004500,2025-06-30,South,Mobile,Pet Care,9404,138,5
BATCH-004678,2025-06-30,East,Retail,Pet Care,5196,99,3
BATCH-000459,2025-07-01,South,Web,Beverages,4492,173,11
BATCH-000733,2025-07-01,West,Mobile,Pet Care,1912,33,2
BATCH-001133,2025-07-01,South,Mobile,Pet Care,10466,147,9
BATCH-002120,2025-07-01,North,Partner,Pet Care,4099,78,3
BATCH-002170,2025-07-01,East,Web,Grocery,2082,42,2
BATCH-002386,2025-07-01,North,Partner,Pet Care,3701,56,2
BATCH-002544,2025-07-01,South,Mobile,Personal Care,6989,162,10
BATCH-002683,2025-07-01,East,Partner,Personal Care,10181,190,4
BATCH-003052,2025-07-01,North,Mobile,Grocery,1825,49,2
BATCH-003079,2025-07-01,South,Retail,Home,11456,141,5
BATCH-004210,2025-07-01,West,Web,Pet Care,7351,138,7
BATCH-004383,2025-07-01,West,Partner,Grocery,4572,112,2
BATCH-004931,2025-07-01,South,Partner,Beverages,2355,88,5
BATCH-000431,2025-07-02,East,Mobile,Pet Care,10436,147,6
BATCH-001129,2025-07-02,North,Web,Home,12499,158,7
BATCH-001225,2025-07-02,South,Partner,Grocery,7334,163,8
BATCH-001311,2025-07-02,West,Web,Grocery,992,24,1
BATCH-001378,2025-07-02,North,Partner,Home,7221,101,5
BATCH-001511,2025-07-02,East,Web,Beverages,4770,169,8
BATCH-001943,2025-07-02,East,Web,Beverages,5365,178,11
BATCH-001956,2025-07-02,West,Mobile,Home,7176,95,5
BATCH-002217,2025-07-02,South,Partner,Personal Care,1548,35,1
BATCH-002750,2025-07-02,East,Web,Beverages,1496,62,4
BATCH-002844,2025-07-02,East,Retail,Home,2623,30,1
BATCH-003205,2025-07-02,South,Web,Pet Care,8052,132,9
BATCH-003475,2025-07-02,West,Mobile,Pet Care,5883,90,4
BATCH-003491,2025-07-02,East,Retail,Home,13715,147,6
BATCH-003767,2025-07-02,South,Web,Pet Care,9901,170,11
BATCH-004028,2025-07-02,North,Partner,Grocery,1318,26,1
BATCH-004167,2025-07-02,West,Retail,Home,10098,123,6
BATCH-004977,2025-07-02,South,Mobile,Grocery,7529,153,5
BATCH-004990,2025-07-02,North,Partner,Home,3783,49,1
BATCH-000494,2025-07-03,East,Mobile,Home,6124,64,2
BATCH-000637,2025-07-03,West,Web,Pet Care,6706,91,5
BATCH-000911,2025-07-03,West,Web,Pet Care,2049,28,1
BATCH-001772,2025-07-03,South,Partner,Pet Care,4181,80,3
BATCH-001924,2025-07-03,North,Mobile,Pet Care,9531,164,5
BATCH-002295,2025-07-03,East,Partner,Beverages,691,25,1
BATCH-002939,2025-07-03,West,Mobile,Pet Care,2039,39,1
BATCH-003198,2025-07-03,West,Web,Home,13196,184,8
BATCH-003479,2025-07-03,West,Retail,Personal Care,8959,188,6
BATCH-003530,2025-07-03,South,Web,Beverages,4197,128,6
BATCH-004045,2025-07-03,North,Mobile,Beverages,945,41,3
BATCH-004320,2025-07-03,East,Web,Home,3447,42,3
BATCH-004411,2025-07-03,South,Partner,Grocery,4563,114,5
BATCH-004960,2025-07-03,West,Web,Beverages,4604,174,6
BATCH-000407,2025-07-04,East,Partner,Grocery,1264,35,1
BATCH-000428,2025-07-04,North,Mobile,Beverages,1700,55,2
BATCH-000649,2025-07-04,West,Partner,Beverages,685,24,0
BATCH-002051,2025-07-04,South,Partner,Home,19023,195,6
BATCH-002445,2025-07-04,North,Mobile,Grocery,4878,94,5
BATCH-002884,2025-07-04,North,Retail,Home,3138,43,2
BATCH-003446,2025-07-04,West,Mobile,Grocery,3171,76,2
BATCH-003916,2025-07-04,North,Web,Home,18190,195,10
BATCH-000209,2025-07-05,West,Retail,Pet Care,5431,82,3
BATCH-001124,2025-07-05,North,Retail,Home,12451,125,5
BATCH-001828,2025-07-05,South,Partner,Personal Care,5492,99,5
BATCH-002372,2025-07-05,West,Web,Pet Care,10785,146,8
BATCH-002921,2025-07-05,South,Mobile,Personal Care,6733,126,5
BATCH-002985,2025-07-05,North,Partner,Home,13345,182,8
BATCH-003016,2025-07-05,North,Retail,Grocery,5276,130,6
BATCH-003099,2025-07-05,North,Partner,Personal Care,10793,189,9
BATCH-003227,2025-07-05,West,Retail,Pet Care,7815,150,2
BATCH-003235,2025-07-05,South,Partner,Home,12889,179,5
BATCH-003333,2025-07-05,South,Mobile,Home,4893,60,3
BATCH-003416,2025-07-05,South,Mobile,Grocery,3354,91,6
BATCH-003507,2025-07-05,West,Web,Home,4869,57,3
BATCH-004144,2025-07-05,West,Retail,Grocery,7410,178,6
BATCH-004270,2025-07-05,South,Partner,Grocery,6709,141,6
BATCH-004281,2025-07-05,South,Partner,Personal Care,2026,35,1
BATCH-000081,2025-07-06,North,Web,Pet Care,11311,153,5
BATCH-000131,2025-07-06,East,Mobile,Personal Care,10076,173,6
BATCH-000432,2025-07-06,South,Mobile,Home,12897,158,10
BATCH-000665,2025-07-06,West,Mobile,Grocery,5953,160,8
BATCH-000692,2025-07-06,North,Web,Personal Care,10531,197,11
BATCH-000873,2025-07-06,West,Web,Home,7912,86,5
BATCH-001174,2025-07-06,South,Web,Pet Care,9104,143,3
BATCH-001215,2025-07-06,North,Partner,Beverages,2143,88,4
BATCH-001665,2025-07-06,North,Mobile,Home,6971,95,3
BATCH-001886,2025-07-06,East,Partner,Beverages,725,22,0
BATCH-002367,2025-07-06,South,Mobile,Grocery,1734,45,2
BATCH-002405,2025-07-06,South,Partner,Pet Care,8812,136,2
BATCH-002488,2025-07-06,North,Mobile,Personal Care,8162,167,9
BATCH-002972,2025-07-06,West,Partner,Home,13674,178,9
BATCH-003539,2025-07-06,East,Partner,Grocery,4268,96,3
BATCH-003562,2025-07-06,East,Retail,Beverages,1665,61,2
BATCH-003588,2025-07-06,North,Web,Pet Care,12053,166,7
BATCH-000009,2025-07-07,West,Retail,Beverages,3693,119,5
BATCH-000379,2025-07-07,West,Retail,Grocery,6220,154,6
BATCH-002273,2025-07-07,East,Retail,Pet Care,4461,84,4
BATCH-002276,2025-07-07,West,Mobile,Grocery,2701,53,3
BATCH-002836,2025-07-07,South,Partner,Personal Care,6209,141,4
BATCH-003176,2025-07-07,South,Web,Home,4508,45,2
BATCH-003505,2025-07-07,North,Mobile,Grocery,9308,181,9
BATCH-003544,2025-07-07,West,Web,Grocery,881,23,1
BATCH-003670,2025-07-07,North,Mobile,Personal Care,7803,142,4
BATCH-004328,2025-07-07,South,Web,Home,1884,20,1
BATCH-001325,2025-07-08,West,Mobile,Home,7930,94,3
BATCH-001726,2025-07-08,West,Retail,Pet Care,7629,113,3
BATCH-001878,2025-07-08,North,Partner,Home,8271,101,4
BATCH-003244,2025-07-08,North,Mobile,Grocery,3204,64,3
BATCH-003944,2025-07-08,West,Mobile,Pet Care,11646,171,11
BATCH-000471,2025-07-09,South,Web,Home,11218,116,4
BATCH-000938,2025-07-09,East,Retail,Personal Care,7173,157,6
BATCH-001098,2025-07-09,East,Web,Grocery,5097,128,5
BATCH-001614,2025-07-09,East,Partner,Beverages,2896,96,3
BATCH-002255,2025-07-09,South,Partner,Personal Care,8843,169,6
BATCH-002322,2025-07-09,West,Partner,Home,4758,63,3
BATCH-002813,2025-07-09,West,Partner,Pet Care,4627,74,1
BATCH-003090,2025-07-09,West,Web,Home,10579,127,3
BATCH-003394,2025-07-09,North,Mobile,Personal Care,10875,195,5
BATCH-003597,2025-07-09,East,Partner,Pet Care,9922,167,5
BATCH-003672,2025-07-09,South,Partner,Grocery,2770,60,3
BATCH-003820,2025-07-09,West,Retail,Pet Care,2215,30,2
BATCH-003843,2025-07-09,East,Web,Home,3045,31,1
BATCH-003961,2025-07-09,North,Mobile,Pet Care,10288,152,5
BATCH-004759,2025-07-09,South,Web,Pet Care,8102,140,7
BATCH-004781,2025-07-09,West,Partner,Pet Care,6708,119,5
BATCH-004831,2025-07-09,West,Mobile,Beverages,853,31,1
BATCH-000086,2025-07-10,South,Partner,Beverages,4335,134,7
BATCH-000093,2025-07-10,East,Mobile,Home,10071,120,5
BATCH-000304,2025-07-10,East,Partner,Home,5480,62,1
BATCH-000467,2025-07-10,North,Retail,Grocery,1153,27,1
BATCH-000525,2025-07-10,North,Retail,Pet Care,13007,188,10
BATCH-000542,2025-07-10,East,Web,Grocery,5818,125,7
BATCH-000957,2025-07-10,East,Mobile,Pet Care,10594,162,4
BATCH-001471,2025-07-10,North,Retail,Grocery,5768,123,6
BATCH-001678,2025-07-10,West,Retail,Home,9188,103,5
BATCH-001806,2025-07-10,East,Mobile,Beverages,5423,195,9
BATCH-001901,2025-07-10,North,Retail,Home,8981,92,4
BATCH-002954,2025-07-10,West,Mobile,Personal Care,8551,191,11
BATCH-002994,2025-07-10,South,Retail,Beverages,2635,93,4
BATCH-003019,2025-07-10,West,Retail,Grocery,9350,197,9
BATCH-003500,2025-07-10,East,Web,Personal Care,5228,109,5
BATCH-003760,2025-07-10,East,Mobile,Grocery,3706,75,4
BATCH-004636,2025-07-10,West,Partner,Pet Care,2921,46,2
BATCH-000371,2025-07-11,South,Retail,Grocery,2053,50,2
BATCH-000684,2025-07-11,East,Mobile,Personal Care,7434,171,4
BATCH-000753,2025-07-11,East,Partner,Beverages,2564,79,1
BATCH-000842,2025-07-11,East,Partner,Grocery,8358,182,5
BATCH-001033,2025-07-11,West,Retail,Home,11836,129,2
BATCH-001043,2025-07-11,North,Retail,Beverages,1298,42,1
BATCH-001858,2025-07-11,North,Web,Beverages,656,28,1
BATCH-002601,2025-07-11,North,Mobile,Pet Care,8107,117,4
BATCH-002630,2025-07-11,West,Web,Grocery,3197,87,2
BATCH-002829,2025-07-11,South,Retail,Personal Care,5558,92,4
BATCH-003228,2025-07-11,East,Mobile,Pet Care,2209,38,2
BATCH-004092,2025-07-11,South,Partner,Pet Care,2928,49,1
BATCH-004512,2025-07-11,South,Web,Pet Care,1681,27,1
BATCH-000306,2025-07-12,West,Web,Beverages,3169,115,4
BATCH-000345,2025-07-12,North,Mobile,Beverages,3662,117,7
BATCH-000434,2025-07-12,South,Retail,Personal Care,7569,161,6
BATCH-000629,2025-07-12,South,Web,Pet Care,5424,98,6
BATCH-001058,2025-07-12,West,Web,Pet Care,2093,30,2
BATCH-001527,2025-07-12,West,Retail,Beverages,1130,37,1
BATCH-001868,2025-07-12,South,Partner,Beverages,3768,137,6
BATCH-002200,2025-07-12,West,Retail,Grocery,5133,109,4
BATCH-002297,2025-07-12,East,Web,Beverages,1398,45,1
BATCH-002959,2025-07-12,South,Mobile,Personal Care,1237,25,1
BATCH-004445,2025-07-12,South,Retail,Beverages,1912,61,3
BATCH-004739,2025-07-12,North,Mobile,Personal Care,10928,180,7
BATCH-000103,2025-07-13,South,Partner,Pet Care,11485,157,5
BATCH-000291,2025-07-13,North,Web,Beverages,3855,163,7
BATCH-000452,2025-07-13,South,Retail,Grocery,8000,189,6
BATCH-000719,2025-07-13,West,Mobile,Personal Care,5405,90,3
BATCH-001807,2025-07-13,South,Retail,Home,2098,21,0
BATCH-001897,2025-07-13,East,Partner,Grocery,2021,52,2
BATCH-002562,2025-07-13,North,Mobile,Grocery,7327,163,4
BATCH-003033,2025-07-13,East,Partner,Grocery,3286,79,3
BATCH-003061,2025-07-13,West,Web,Personal Care,9926,182,4
BATCH-003166,2025-07-13,South,Partner,Grocery,2888,57,1
BATCH-003183,2025-07-13,East,Retail,Home,9456,119,7
BATCH-003456,2025-07-13,North,Partner,Pet Care,6050,108,4
BATCH-004794,2025-07-13,South,Mobile,Personal Care,3841,87,4
BATCH-000308,2025-07-14,West,Retail,Home,4116,51,1
BATCH-001162,2025-07-14,North,Retail,Home,14549,145,6
BATCH-001587,2025-07-14,North,Web,Home,13388,157,8
BATCH-001732,2025-07-14,South,Partner,Beverages,4027,146,8
BATCH-002055,2025-07-14,East,Web,Pet Care,7615,143,4
BATCH-002075,2025-07-14,West,Mobile,Beverages,4243,170,7
BATCH-002251,2025-07-14,North,Web,Beverages,3215,118,6
BATCH-002555,2025-07-14,East,Mobile,Grocery,6322,135,6
BATCH-003349,2025-07-14,West,Retail,Personal Care,1932,32,1
BATCH-004004,2025-07-14,East,Web,Personal Care,7334,161,10
BATCH-004724,2025-07-14,North,Retail,Grocery,6064,127,3
BATCH-000027,2025-07-15,East,Partner,Pet Care,7434,113,3
BATCH-000216,2025-07-15,North,Mobile,Personal Care,5282,97,4
BATCH-000420,2025-07-15,West,Retail,Home,14156,200,3
BATCH-000663,2025-07-15,East,Mobile,Pet Care,4773,76,3
BATCH-000875,2025-07-15,North,Mobile,Grocery,943,23,1
BATCH-001341,2025-07-15,South,Retail,Beverages,1851,64,1
BATCH-003744,2025-07-15,North,Retail,Beverages,2717,112,5
BATCH-003920,2025-07-15,East,Retail,Home,14083,171,6
BATCH-004507,2025-07-15,North,Mobile,Pet Care,12174,191,9
BATCH-000134,2025-07-16,East,Partner,Beverages,3339,117,2
BATCH-000803,2025-07-16,North,Partner,Grocery,6026,134,4
BATCH-001061,2025-07-16,West,Mobile,Grocery,4944,97,6
BATCH-001560,2025-07-16,East,Web,Grocery,5710,131,8
BATCH-001668,2025-07-16,West,Retail,Grocery,5685,113,2
BATCH-002721,2025-07-16,North,Retail,Beverages,6110,186,6
BATCH-003018,2025-07-16,South,Partner,Beverages,2019,65,3
BATCH-003969,2025-07-16,North,Web,Home,5542,69,4
BATCH-004022,2025-07-16,North,Partner,Beverages,4547,187,4
BATCH-004101,2025-07-16,West,Retail,Pet Care,11324,178,8
BATCH-004117,2025-07-16,North,Web,Home,6863,85,5
BATCH-004578,2025-07-16,North,Retail,Personal Care,8412,151,2
BATCH-004651,2025-07-16,North,Web,Home,4552,55,3
BATCH-000071,2025-07-17,East,Partner,Grocery,1372,35,1
BATCH-000238,2025-07-17,South,Web,Home,14523,147,6
BATCH-000372,2025-07-17,North,Retail,Home,7324,78,4
BATCH-000566,2025-07-17,East,Mobile,Grocery,9170,184,5
BATCH-000744,2025-07-17,South,Retail,Beverages,3794,117,4
BATCH-000876,2025-07-17,South,Web,Grocery,3691,95,3
BATCH-001563,2025-07-17,East,Web,Pet Care,11109,161,5
BATCH-001599,2025-07-17,South,Web,Beverages,849,34,2
BATCH-001718,2025-07-17,South,Partner,Beverages,4712,147,7
BATCH-002521,2025-07-17,West,Web,Grocery,6460,147,4
BATCH-003123,2025-07-17,South,Mobile,Pet Care,11379,156,9
BATCH-003141,2025-07-17,West,Partner,Home,3778,45,2
BATCH-004009,2025-07-17,East,Partner,Personal Care,2057,38,1
BATCH-004103,2025-07-17,North,Web,Pet Care,5126,79,3
BATCH-004398,2025-07-17,South,Partner,Pet Care,12080,174,9
BATCH-004460,2025-07-17,East,Mobile,Pet Care,10191,177,11
BATCH-004688,2025-07-17,South,Partner,Pet Care,2950,49,3
BATCH-000331,2025-07-18,South,Retail,Grocery,1985,55,1
BATCH-000660,2025-07-18,West,Mobile,Personal Care,2277,47,2
BATCH-000750,2025-07-18,North,Mobile,Home,12542,151,6
BATCH-000751,2025-07-18,East,Retail,Home,7260,83,3
BATCH-000761,2025-07-18,West,Web,Home,2411,27,2
BATCH-000778,2025-07-18,South,Mobile,Pet Care,6678,93,4
BATCH-001053,2025-07-18,South,Mobile,Grocery,6382,158,8
BATCH-001067,2025-07-18,South,Partner,Grocery,3823,78,2
BATCH-001467,2025-07-18,North,Retail,Pet Care,1831,29,1
BATCH-001602,2025-07-18,North,Web,Pet Care,7969,151,4
BATCH-001793,2025-07-18,South,Mobile,Pet Care,1563,23,1
BATCH-002358,2025-07-18,North,Mobile,Grocery,6495,147,8
BATCH-004207,2025-07-18,West,Partner,Pet Care,8772,124,2
BATCH-004336,2025-07-18,East,Retail,Home,5132,57,1
BATCH-004496,2025-07-18,South,Partner,Pet Care,5384,80,3
BATCH-004763,2025-07-18,South,Mobile,Grocery,2104,50,2
BATCH-004813,2025-07-18,West,Retail,Beverages,4871,165,7
BATCH-000047,2025-07-19,West,Web,Home,2924,32,2
BATCH-000251,2025-07-19,North,Web,Personal Care,8549,194,9
BATCH-000901,2025-07-19,East,Partner,Grocery,6421,136,6
BATCH-001079,2025-07-19,North,Web,Personal Care,11195,185,9
BATCH-002403,2025-07-19,North,Partner,Pet Care,8031,139,8
BATCH-002590,2025-07-19,South,Mobile,Grocery,4359,99,3
BATCH-002870,2025-07-19,North,Partner,Pet Care,8600,122,4
BATCH-003466,2025-07-19,South,Partner,Beverages,2525,84,3
BATCH-003583,2025-07-19,South,Web,Grocery,4599,111,7
BATCH-004106,2025-07-19,North,Partner,Home,15216,163,3
BATCH-004152,2025-07-19,West,Web,Grocery,4553,101,2
BATCH-004174,2025-07-19,South,Web,Grocery,2459,54,2
BATCH-000470,2025-07-20,North,Mobile,Home,2624,30,1
BATCH-001313,2025-07-20,West,Web,Beverages,3198,111,4
BATCH-001461,2025-07-20,North,Retail,Grocery,7890,172,8
BATCH-001691,2025-07-20,West,Web,Pet Care,1815,25,2
BATCH-001905,2025-07-20,North,Partner,Beverages,512,22,0
BATCH-002171,2025-07-20,South,Partner,Grocery,5286,136,4
BATCH-002502,2025-07-20,North,Mobile,Personal Care,7470,122,7
BATCH-003196,2025-07-20,East,Retail,Grocery,7253,150,5
BATCH-003307,2025-07-20,West,Partner,Grocery,4655,91,4
BATCH-003657,2025-07-20,South,Web,Grocery,2965,70,3
BATCH-003755,2025-07-20,West,Retail,Grocery,5171,106,6
BATCH-004171,2025-07-20,South,Web,Beverages,3928,164,8
BATCH-000205,2025-07-21,West,Retail,Pet Care,10533,176,8
BATCH-000215,2025-07-21,East,Web,Grocery,4636,116,3
BATCH-001002,2025-07-21,West,Web,Grocery,1299,26,1
BATCH-001113,2025-07-21,North,Partner,Personal Care,1943,44,1
BATCH-001555,2025-07-21,South,Retail,Home,11905,144,3
BATCH-002652,2025-07-21,North,Web,Home,6861,90,5
BATCH-002796,2025-07-21,East,Mobile,Pet Care,3904,68,3
BATCH-003852,2025-07-21,North,Mobile,Pet Care,10386,147,6
BATCH-003893,2025-07-21,West,Mobile,Personal Care,7141,148,6
BATCH-004595,2025-07-21,East,Web,Personal Care,6677,125,4
BATCH-000029,2025-07-22,North,Mobile,Beverages,816,25,2
BATCH-002436,2025-07-22,South,Partner,Grocery,5912,136,3
BATCH-002684,2025-07-22,South,Web,Beverages,2926,106,6
BATCH-002859,2025-07-22,North,Mobile,Personal Care,4965,102,2
BATCH-003631,2025-07-22,South,Web,Grocery,3238,75,5
BATCH-003636,2025-07-22,North,Web,Home,12636,136,5
BATCH-003825,2025-07-22,South,Web,Personal Care,6588,150,7
BATCH-004303,2025-07-22,South,Partner,Pet Care,7911,108,2
BATCH-004649,2025-07-22,East,Mobile,Beverages,4469,170,5
BATCH-000195,2025-07-23,North,Retail,Pet Care,2297,31,1
BATCH-000534,2025-07-23,North,Partner,Home,10760,147,6
BATCH-001081,2025-07-23,South,Mobile,Beverages,4504,180,6
BATCH-001148,2025-07-23,East,Web,Pet Care,10078,165,6
BATCH-001256,2025-07-23,West,Web,Pet Care,7816,121,8
BATCH-002122,2025-07-23,South,Partner,Beverages,638,21,1
BATCH-002585,2025-07-23,East,Partner,Beverages,1525,62,3
BATCH-002661,2025-07-23,South,Retail,Grocery,2615,64,3
BATCH-002697,2025-07-23,East,Web,Grocery,3793,101,4
BATCH-002720,2025-07-23,South,Retail,Grocery,6399,140,2
BATCH-004863,2025-07-23,North,Retail,Personal Care,1174,25,0
BATCH-000178,2025-07-24,South,Web,Grocery,6221,143,7
BATCH-000571,2025-07-24,East,Retail,Personal Care,6617,147,8
BATCH-000633,2025-07-24,East,Web,Grocery,4722,99,6
BATCH-000963,2025-07-24,East,Mobile,Grocery,2814,66,1
BATCH-001009,2025-07-24,East,Partner,Pet Care,7017,101,3
BATCH-001644,2025-07-24,South,Web,Home,4856,54,1
BATCH-001702,2025-07-24,West,Mobile,Beverages,4103,125,6
BATCH-001798,2025-07-24,East,Partner,Grocery,4806,109,2
BATCH-003066,2025-07-24,East,Web,Personal Care,4182,70,2
BATCH-003451,2025-07-24,South,Retail,Pet Care,4114,79,4
BATCH-003476,2025-07-24,North,Web,Pet Care,3965,62,3
BATCH-003605,2025-07-24,East,Partner,Personal Care,9106,199,7
BATCH-003654,2025-07-24,North,Web,Home,13210,175,9
BATCH-000468,2025-07-25,West,Mobile,Home,2963,35,2
BATCH-000620,2025-07-25,South,Partner,Beverages,861,32,2
BATCH-000696,2025-07-25,West,Retail,Beverages,4041,125,2
BATCH-000721,2025-07-25,West,Partner,Personal Care,3969,70,3
BATCH-001333,2025-07-25,North,Web,Beverages,1426,59,3
BATCH-001489,2025-07-25,North,Web,Personal Care,10487,174,9
BATCH-001811,2025-07-25,East,Web,Grocery,4601,107,6
BATCH-001996,2025-07-25,South,Web,Pet Care,10673,190,4
BATCH-002363,2025-07-25,West,Partner,Home,6816,76,3
BATCH-002592,2025-07-25,East,Partner,Grocery,4697,124,6
BATCH-002737,2025-07-25,South,Web,Beverages,4239,173,6
BATCH-002874,2025-07-25,North,Retail,Beverages,1158,41,2
BATCH-002876,2025-07-25,West,Partner,Pet Care,9084,145,5
BATCH-003226,2025-07-25,North,Mobile,Grocery,6769,145,7
BATCH-004620,2025-07-25,North,Partner,Grocery,2535,49,3
BATCH-000048,2025-07-26,West,Web,Personal Care,8723,147,5
BATCH-000050,2025-07-26,North,Partner,Personal Care,10897,194,5
BATCH-000104,2025-07-26,West,Partner,Home,15161,153,4
BATCH-000427,2025-07-26,South,Web,Grocery,9169,196,6
BATCH-000732,2025-07-26,South,Web,Grocery,1405,29,1
BATCH-000968,2025-07-26,South,Web,Personal Care,7900,152,8
BATCH-001212,2025-07-26,West,Partner,Personal Care,4003,91,3
BATCH-001332,2025-07-26,West,Partner,Pet Care,4988,69,2
BATCH-002067,2025-07-26,West,Web,Grocery,1841,45,1
BATCH-002124,2025-07-26,West,Partner,Home,2383,30,2
BATCH-002133,2025-07-26,West,Retail,Grocery,6246,124,6
BATCH-002212,2025-07-26,East,Web,Home,12152,172,11
BATCH-002430,2025-07-26,West,Web,Grocery,6688,153,6
BATCH-003078,2025-07-26,North,Web,Beverages,4743,155,6
BATCH-003087,2025-07-26,East,Retail,Grocery,4754,97,5
BATCH-003380,2025-07-26,West,Mobile,Beverages,3519,119,6
BATCH-003929,2025-07-26,West,Partner,Grocery,3210,62,2
BATCH-003962,2025-07-26,East,Web,Grocery,2714,74,4
BATCH-003984,2025-07-26,North,Partner,Home,13142,167,6
BATCH-004343,2025-07-26,East,Retail,Beverages,3344,137,4
